term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,df,idf,dfidf
shedding,1,8,2.2892043412471126e-06,18.736722321395185,VBG,1,{'VBG'},0,shed,shed,shed,0.0009226937838835836,1,8.353146825498083,8.353146825498083
sheds,3,5,6.867613023741338e-06,17.15175982067403,NNS,2,"{'NNS', 'VBZ'}",0,shed,shed,shed,0.0029325726452119477,2,7.353146825498083,14.706293650996166
sheep,9,5,2.0602839071224014e-05,15.566797319952872,NN,3,"{'NNS', 'JJ', 'NN'}",0,sheep,sheep,sheep,0.007135841159088626,5,6.03121873061072,30.156093653053603
sheeps,1,6,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,sheep,sheep,sheep,0.016672947755485196,1,8.353146825498083,8.353146825498083
sheer,5,5,1.1446021706235564e-05,16.414794226507823,NN,1,{'NN'},0,sheer,sheer,she,0.013116642384821223,5,6.03121873061072,30.156093653053603
sheet,21,5,4.807329116618937e-05,14.344404898616425,NN,3,"{'JJ', 'VBD', 'NN'}",0,sheet,sheet,sheet,0.02069580297793908,3,6.768184324776926,20.30455297433078
sheets,3,6,6.867613023741338e-06,17.15175982067403,NNS,2,"{'NNS', 'NN'}",0,sheet,sheet,sheet,0.002623750442518506,1,8.353146825498083,8.353146825498083
sheffield,20,9,4.5784086824942256e-05,14.414794226507823,NNP,1,{'NNP'},0,sheffield,sheffield,sheffield,0.02049156530594622,2,7.353146825498083,14.706293650996166
sheffielder,1,11,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,sheffield,sheffield,sheffield,0.000874583480839502,1,8.353146825498083,8.353146825498083
shell,2,5,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,shell,shell,shel,0.01839392997271035,2,7.353146825498083,14.706293650996166
shelley,2,7,4.578408682494225e-06,17.736722321395185,NNP,1,{'NNP'},0,shelley,shelley,shelley,0.001749166961679004,1,8.353146825498083,8.353146825498083
shelter,12,7,2.7470452094965352e-05,15.151759820674028,NN,5,"{'JJ', 'VB', 'VBP', 'NN', 'JJR'}",0,shelter,shelter,shelt,0.004640469794848615,2,7.353146825498083,14.706293650996166
sheltered,2,9,4.578408682494225e-06,17.736722321395185,VBD,2,"{'VBD', 'NN'}",0,shelter,shelter,shelt,0.001749166961679004,1,8.353146825498083,8.353146825498083
shepherd,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shepherd,shepherd,shepherd,0.009804162940725449,1,8.353146825498083,8.353146825498083
shepherds,1,9,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,shepherd,shepherd,shepherd,0.004337044042314685,1,8.353146825498083,8.353146825498083
sheppard,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,sheppard,sheppard,sheppard,0.000874583480839502,1,8.353146825498083,8.353146825498083
sheriff,5,7,1.1446021706235564e-05,16.414794226507823,NNP,1,{'NNP'},0,sheriff,sheriff,sheriff,0.004372917404197509,1,8.353146825498083,8.353146825498083
shevsurs,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,shevsur,shevsur,shevs,0.014181913116295557,1,8.353146825498083,8.353146825498083
shibboleth,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shibboleth,shibboleth,shibbole,0.000874583480839502,1,8.353146825498083,8.353146825498083
shibboleths,1,11,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,shibboleth,shibboleth,shibboleth,0.02120088026776163,1,8.353146825498083,8.353146825498083
shield,2,6,4.578408682494225e-06,17.736722321395185,VB,1,{'VB'},0,shield,shield,shield,0.007894046139081136,2,7.353146825498083,14.706293650996166
shift,4,5,9.15681736498845e-06,16.736722321395185,VB,2,"{'NN', 'VB'}",0,shift,shift,shift,0.12199776104412025,3,6.768184324776926,20.30455297433078
shifted,1,7,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,shift,shift,shift,0.000874583480839502,1,8.353146825498083,8.353146825498083
shiftiness,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shifti,shifti,shifty,0.01342949650401621,1,8.353146825498083,8.353146825498083
shifting,7,8,1.602443038872979e-05,15.92936739933758,VBG,2,"{'VBG', 'NN'}",0,shift,shift,shift,0.00846695214828457,3,6.768184324776926,20.30455297433078
shifts,1,6,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,shift,shift,shift,0.008378281670509611,1,8.353146825498083,8.353146825498083
shilling,3,8,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,shill,shill,shil,0.002623750442518506,1,8.353146825498083,8.353146825498083
shillings,38,9,8.698976496739028e-05,13.4887948079516,NNS,5,"{'JJ', 'VBP', 'NNS', 'NN', 'NNP'}",0,shill,shill,shil,0.053005989491236326,2,7.353146825498083,14.706293650996166
shimmer,1,7,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shimmer,shimmer,shim,0.000874583480839502,1,8.353146825498083,8.353146825498083
shine,3,5,6.867613023741338e-06,17.15175982067403,VB,1,{'VB'},0,shine,shine,shin,0.002768081351650751,1,8.353146825498083,8.353146825498083
shines,1,6,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,shine,shine,shin,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shining,2,7,4.578408682494225e-06,17.736722321395185,RB,2,"{'VBG', 'RB'}",0,shine,shine,shin,0.0018453875677671672,1,8.353146825498083,8.353146825498083
ship,7,4,1.602443038872979e-05,15.92936739933758,NN,1,{'NN'},0,ship,ship,ship,0.017316415790392354,3,6.768184324776926,20.30455297433078
shipboard,1,9,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shipboard,shipboard,shipboard,0.000874583480839502,1,8.353146825498083,8.353146825498083
shipbuilding,1,12,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shipbuild,shipbuild,shipbuild,0.004913615779704754,1,8.353146825498083,8.353146825498083
shipment,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shipment,shipment,ship,0.000874583480839502,1,8.353146825498083,8.353146825498083
shipping,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,ship,ship,ship,0.000874583480839502,1,8.353146825498083,8.353146825498083
ships,6,5,1.3735226047482676e-05,16.15175982067403,NNS,2,"{'NNS', 'NN'}",0,ship,ship,ship,0.0059472010239871535,5,6.03121873061072,30.156093653053603
shipwrecked,1,11,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,shipwreck,shipwreck,shipwreck,0.011798229979517067,1,8.353146825498083,8.353146825498083
shires,2,6,4.578408682494225e-06,17.736722321395185,NNS,1,{'NNS'},0,shire,shire,shir,0.001749166961679004,1,8.353146825498083,8.353146825498083
shirks,1,6,2.2892043412471126e-06,18.736722321395185,VBZ,1,{'VBZ'},0,shirk,shirk,shirk,0.004913615779704754,1,8.353146825498083,8.353146825498083
shirt,8,5,1.83136347299769e-05,15.736722321395185,NN,2,"{'NN', 'NNP'}",0,shirt,shirt,shirt,0.009804695594853849,3,6.768184324776926,20.30455297433078
shirtmakers,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shirtmak,shirtmak,shirtmak,0.000874583480839502,1,8.353146825498083,8.353146825498083
shirts,7,6,1.602443038872979e-05,15.92936739933758,NNS,2,"{'NNS', 'NN'}",0,shirt,shirt,shirt,0.015487329690226658,2,7.353146825498083,14.706293650996166
shock,1,5,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shock,shock,shock,0.004913615779704754,1,8.353146825498083,8.353146825498083
shocked,1,7,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,shock,shock,shock,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shocking,3,8,6.867613023741338e-06,17.15175982067403,VBG,2,"{'VBG', 'NN'}",0,shock,shock,shock,0.002623750442518506,1,8.353146825498083,8.353146825498083
shoe,3,4,6.867613023741338e-06,17.15175982067403,JJ,3,"{'JJ', 'NN', 'NNP'}",0,shoe,shoe,sho,0.0011759989839658417,2,7.353146825498083,14.706293650996166
shoebrush,1,9,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shoebrush,shoebrush,shoebrush,0.025861135682656605,1,8.353146825498083,8.353146825498083
shoemaker,1,9,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shoemak,shoemak,shoemak,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shoemakers,2,10,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,shoemak,shoemak,shoemak,0.011041675730916564,2,7.353146825498083,14.706293650996166
shoemaking,6,10,1.3735226047482676e-05,16.15175982067403,VBG,3,"{'VBG', 'VB', 'NN'}",0,shoemak,shoemak,shoemak,0.005536162703301502,1,8.353146825498083,8.353146825498083
shoes,3,5,6.867613023741338e-06,17.15175982067403,NNS,2,"{'NNS', 'NN'}",0,shoe,shoe,sho,0.001197174364304092,2,7.353146825498083,14.706293650996166
shook,4,5,9.15681736498845e-06,16.736722321395185,VBD,2,"{'VBD', 'NN'}",0,shook,shook,shook,0.021583058255235918,4,6.353146825498083,25.412587301992332
shoot,3,5,6.867613023741338e-06,17.15175982067403,VB,3,"{'NN', 'VB', 'VBN'}",0,shoot,shoot,shoot,0.004710321686796305,2,7.353146825498083,14.706293650996166
shooting,4,8,9.15681736498845e-06,16.736722321395185,VBG,2,"{'VBG', 'NN'}",0,shoot,shoot,shoot,0.010311656739284024,3,6.768184324776926,20.30455297433078
shoots,1,6,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,shoot,shoot,shoot,0.000874583480839502,1,8.353146825498083,8.353146825498083
shop,11,4,2.518124775371824e-05,15.277290702757888,NN,1,{'NN'},0,shop,shop,shop,0.009895171521825525,4,6.353146825498083,25.412587301992332
shopkeeper,4,10,9.15681736498845e-06,16.736722321395185,NN,2,"{'NN', 'VBZ'}",0,shopkeep,shopkeep,shopkeep,0.038846153270200696,3,6.768184324776926,20.30455297433078
shopkeepers,13,11,2.9759656436212466e-05,15.036282603254092,NNS,2,"{'NNS', 'NN'}",0,shopkeep,shopkeep,shopkeep,0.03220429478115479,8,5.353146825498083,42.825174603984664
shopkeeping,6,11,1.3735226047482676e-05,16.15175982067403,VBG,2,"{'VBG', 'NN'}",0,shopkeep,shopkeep,shopkeep,0.04520327951286124,4,6.353146825498083,25.412587301992332
shopmen,1,7,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shopmen,shopmen,shopm,0.026022264253888108,1,8.353146825498083,8.353146825498083
shopocracy,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shopocraci,shopocraci,shopocr,0.04719291991806827,1,8.353146825498083,8.353146825498083
shops,26,5,5.951931287242493e-05,14.036282603254092,NNS,4,"{'VBD', 'NNS', 'JJ', 'NN'}",0,shop,shop,shop,0.01455912142128441,3,6.768184324776926,20.30455297433078
shore,1,5,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shore,shore,shor,0.000874583480839502,1,8.353146825498083,8.353146825498083
shoreditch,1,10,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,shoreditch,shoreditch,shoreditch,0.000874583480839502,1,8.353146825498083,8.353146825498083
shores,2,6,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,shore,shore,shor,0.011041675730916564,2,7.353146825498083,14.706293650996166
short,134,5,0.00030675338172711313,11.670633130937413,JJ,6,"{'JJ', 'PDT', 'VB', 'POS', 'NN', 'NNP'}",0,short,short,short,0.1542289437611538,34,3.265683984247743,111.03325546442326
shortcoming,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shortcom,shortcom,shortcom,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shortcomings,7,12,1.602443038872979e-05,15.92936739933758,NNS,1,{'NNS'},0,shortcom,shortcom,shortcom,0.008347589220392467,2,7.353146825498083,14.706293650996166
shorten,3,7,6.867613023741338e-06,17.15175982067403,VB,2,"{'VBD', 'VB'}",0,shorten,shorten,short,0.002623750442518506,1,8.353146825498083,8.353146825498083
shortened,2,9,4.578408682494225e-06,17.736722321395185,JJ,1,{'JJ'},0,shorten,shorten,short,0.0007910577827566445,2,7.353146825498083,14.706293650996166
shortening,4,10,9.15681736498845e-06,16.736722321395185,NN,2,"{'VBG', 'NN'}",0,shorten,shorten,short,0.009847841446243188,2,7.353146825498083,14.706293650996166
shorter,7,7,1.602443038872979e-05,15.92936739933758,NN,2,"{'NN', 'JJR'}",0,shorter,shorter,short,0.014716602601919704,5,6.03121873061072,30.156093653053603
shortest,2,8,4.578408682494225e-06,17.736722321395185,JJS,1,{'JJS'},0,shortest,shortest,shortest,0.0007910577827566445,2,7.353146825498083,14.706293650996166
shortlived,1,10,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,shortliv,shortliv,shortl,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shortly,7,7,1.602443038872979e-05,15.92936739933758,RB,1,{'RB'},0,shortli,short,short,0.01859760286874401,6,5.768184324776926,34.60910594866156
shortness,2,9,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,short,short,short,0.001749166961679004,1,8.353146825498083,8.353146825498083
shortsighted,4,12,9.15681736498845e-06,16.736722321395185,NN,3,"{'JJ', 'VBD', 'NN'}",0,shortsight,shortsight,shortsight,0.02944537875997768,4,6.353146825498083,25.412587301992332
shortsightedly,1,14,2.2892043412471126e-06,18.736722321395185,RB,1,{'RB'},0,shortsightedli,shortsight,shortsight,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shortsightedness,1,16,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shortsighted,shortsighted,shortsight,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shot,10,4,2.2892043412471128e-05,15.414794226507823,NN,4,"{'VBP', 'JJ', 'NN', 'VBN'}",0,shot,shot,shot,0.01712449750431555,4,6.353146825498083,25.412587301992332
shots,1,5,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,shot,shot,shot,0.000874583480839502,1,8.353146825498083,8.353146825498083
should,257,6,0.000588325515700508,10.731097772201307,MD,3,"{'VBP', 'MD', 'NN'}",1,should,should,should,0.04424268771921307,35,3.223863808553116,112.83523329935906
shoulder,5,8,1.1446021706235564e-05,16.414794226507823,NN,1,{'NN'},0,shoulder,shoulder,should,0.0019458813863842358,2,7.353146825498083,14.706293650996166
shoulders,10,9,2.2892043412471128e-05,15.414794226507823,NNS,3,"{'NNS', 'JJ', 'NN'}",0,shoulder,shoulder,should,0.01861260987850937,5,6.03121873061072,30.156093653053603
shout,2,5,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,shout,shout,shout,0.06682517460398467,1,8.353146825498083,8.353146825498083
shouted,2,7,4.578408682494225e-06,17.736722321395185,VBP,2,"{'VBP', 'VBD'}",0,shout,shout,shout,0.023789592670729092,2,7.353146825498083,14.706293650996166
shoved,1,6,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,shove,shove,shov,0.000874583480839502,1,8.353146825498083,8.353146825498083
shovelfuls,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shovel,shovel,shovel,0.000874583480839502,1,8.353146825498083,8.353146825498083
show,87,4,0.00019916077768849881,12.293778825546456,VB,4,"{'VBP', 'NN', 'VB', 'RB'}",0,show,show,show,0.06630213310373291,33,3.308752706139629,109.18883930260776
showed,23,6,5.265169984868359e-05,14.213160365338172,VBD,2,"{'VBP', 'VBD'}",0,show,show,show,0.24232168708604185,17,4.265683984247743,72.51662773221163
showered,1,8,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,shower,shower,show,0.02120088026776163,1,8.353146825498083,8.353146825498083
showing,19,7,4.349488248369514e-05,14.4887948079516,VBG,1,{'VBG'},0,show,show,show,0.015887938701024826,13,4.65270710735699,60.48519239564087
shown,62,5,0.000141930669157321,12.78252601100831,VBN,1,{'VBN'},0,shown,shown,shown,0.08836574288455754,30,3.4462562298895643,103.38768689668693
shows,84,5,0.00019229316466475748,12.344404898616425,VBZ,5,"{'VBD', 'VBZ', 'VBP', 'NNS', 'NN'}",0,show,show,show,0.1843590240457268,20,4.03121873061072,80.62437461221441
showy,2,5,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,showi,showi,showy,0.03685143513944261,2,7.353146825498083,14.706293650996166
shrank,1,6,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,shrank,shrank,shrank,0.04719291991806827,1,8.353146825498083,8.353146825498083
shrewd,2,6,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,shrewd,shrewd,shrewd,0.0018453875677671672,1,8.353146825498083,8.353146825498083
shriek,1,6,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,shriek,shriek,shriek,0.000874583480839502,1,8.353146825498083,8.353146825498083
shrieked,1,8,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,shriek,shriek,shrieked,0.000874583480839502,1,8.353146825498083,8.353146825498083
shrink,2,6,4.578408682494225e-06,17.736722321395185,VB,2,"{'NN', 'VB'}",0,shrink,shrink,shrink,0.002293857822574224,2,7.353146825498083,14.706293650996166
shrinking,1,9,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shrink,shrink,shrinking,0.000874583480839502,1,8.353146825498083,8.353146825498083
shrinks,1,7,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,shrink,shrink,shrinks,0.000874583480839502,1,8.353146825498083,8.353146825498083
shrivelled,1,10,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,shrivel,shrivel,shrivelled,0.000874583480839502,1,8.353146825498083,8.353146825498083
shrugs,1,6,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,shrug,shrug,shrugs,0.0009226937838835836,1,8.353146825498083,8.353146825498083
shrunk,1,6,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,shrunk,shrunk,shrunk,0.01513251236503276,1,8.353146825498083,8.353146825498083
shudders,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shudder,shudder,shud,0.000874583480839502,1,8.353146825498083,8.353146825498083
shude,2,5,4.578408682494225e-06,17.736722321395185,NNP,1,{'NNP'},0,shude,shude,shud,0.001749166961679004,1,8.353146825498083,8.353146825498083
shun,1,4,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,shun,shun,shun,0.000874583480839502,1,8.353146825498083,8.353146825498083
shut,20,4,4.5784086824942256e-05,14.414794226507823,VBN,7,"{'JJ', 'VBD', 'VBN', 'VB', 'VBP', 'NN', 'NNP'}",0,shut,shut,shut,0.006397803064029648,5,6.03121873061072,30.156093653053603
shutters,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shutter,shutter,shut,0.000874583480839502,1,8.353146825498083,8.353146825498083
shutting,5,8,1.1446021706235564e-05,16.414794226507823,VBG,1,{'VBG'},0,shut,shut,shut,0.022311366006808775,2,7.353146825498083,14.706293650996166
shuttles,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shuttl,shuttl,shuttl,0.000874583480839502,1,8.353146825498083,8.353146825498083
shy,1,3,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,shi,shi,shy,0.05093382210669563,1,8.353146825498083,8.353146825498083
shyly,1,5,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,shyli,shyli,shy,0.008378281670509611,1,8.353146825498083,8.353146825498083
sib,1,3,2.2892043412471126e-06,18.736722321395185,VBZ,1,{'VBZ'},0,sib,sib,sib,0.014181913116295557,1,8.353146825498083,8.353146825498083
sibja,2,5,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,sibja,sibja,sibj,0.028363826232591115,1,8.353146825498083,8.353146825498083
sich,9,4,2.0602839071224014e-05,15.566797319952872,NNP,1,{'NNP'},0,sich,sich,sich,0.33219457198108604,2,7.353146825498083,14.706293650996166
sick,6,4,1.3735226047482676e-05,16.15175982067403,NN,2,"{'JJ', 'NN'}",0,sick,sick,sick,0.00858516508711309,2,7.353146825498083,14.706293650996166
sickening,1,9,2.2892043412471126e-06,18.736722321395185,VBG,1,{'VBG'},0,sicken,sicken,sick,0.000874583480839502,1,8.353146825498083,8.353146825498083
sickly,6,6,1.3735226047482676e-05,16.15175982067403,JJ,1,{'JJ'},0,sickli,sick,sick,0.13165390468200933,4,6.353146825498083,25.412587301992332
sickness,6,8,1.3735226047482676e-05,16.15175982067403,NN,1,{'NN'},0,sick,sick,sick,0.11805546552902206,4,6.353146825498083,25.412587301992332
siculus,1,7,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,siculu,siculus,sicul,0.017012518992867785,1,8.353146825498083,8.353146825498083
side,154,4,0.0003525374685520554,11.469935780700283,NN,3,"{'VBD', 'NN', 'RB'}",0,side,side,sid,0.17160835413784215,43,2.9268820707959846,125.85592904422734
sided,21,5,4.807329116618937e-05,14.344404898616425,VBD,3,"{'VBD', 'NN', 'VBN'}",0,side,side,sid,0.01601034037656925,8,5.353146825498083,42.825174603984664
sidedly,5,7,1.1446021706235564e-05,16.414794226507823,NN,2,"{'NN', 'RB'}",0,sidedli,side,sid,0.0019882321470607364,2,7.353146825498083,14.706293650996166
sidedness,3,9,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,sided,sided,sid,0.16245696062353818,3,6.768184324776926,20.30455297433078
sidelines,1,9,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,sidelin,sidelin,sidelin,0.004337044042314685,1,8.353146825498083,8.353146825498083
sides,37,5,8.470056062614318e-05,13.527268955766235,NNS,3,"{'NNS', 'JJ', 'NN'}",0,side,side,sid,0.016337213278619526,12,4.768184324776926,57.218211897323116
sidetracked,1,11,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,sidetrack,sidetrack,sidetrack,0.009804162940725449,1,8.353146825498083,8.353146825498083
sidewalk,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,sidewalk,sidewalk,sidewalk,0.000874583480839502,1,8.353146825498083,8.353146825498083
sidewalks,2,9,4.578408682494225e-06,17.736722321395185,NNS,1,{'NNS'},0,sidewalk,sidewalk,sidewalk,0.001749166961679004,1,8.353146825498083,8.353146825498083
sidewise,1,8,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,sidewis,sidewis,sidew,0.000874583480839502,1,8.353146825498083,8.353146825498083
siecle,1,6,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,siecl,siecl,siec,0.016672947755485196,1,8.353146825498083,8.353146825498083
siege,5,5,1.1446021706235564e-05,16.414794226507823,NN,1,{'NN'},0,sieg,sieg,sieg,0.025214843995357384,5,6.03121873061072,30.156093653053603
siegfried,2,9,4.578408682494225e-06,17.736722321395185,NNP,1,{'NNP'},0,siegfri,siegfri,siegfry,0.00867408808462937,1,8.353146825498083,8.353146825498083
sif,2,3,4.578408682494225e-06,17.736722321395185,NN,2,"{'NN', 'NNP'}",0,sif,sif,sif,0.028363826232591115,1,8.353146825498083,8.353146825498083
sifjar,2,6,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,sifjar,sifjar,sifj,0.028363826232591115,1,8.353146825498083,8.353146825498083
sifjum,1,6,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,sifjum,sifjum,sifj,0.014181913116295557,1,8.353146825498083,8.353146825498083
sifted,1,6,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,sift,sift,sift,0.03663660888376352,1,8.353146825498083,8.353146825498083
sigebant,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,sigeb,sigeb,sigeb,0.004337044042314685,1,8.353146825498083,8.353146825498083
sigel,1,5,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,sigel,sigel,sigel,0.05093382210669563,1,8.353146825498083,8.353146825498083
sigh,1,4,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,sigh,sigh,sigh,0.04197561218843258,1,8.353146825498083,8.353146825498083
sighs,1,5,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,sigh,sigh,sigh,0.004913615779704754,1,8.353146825498083,8.353146825498083
sight,36,5,8.241135628489606e-05,13.566797319952872,NN,4,"{'NNS', 'JJ', 'VBD', 'NN'}",0,sight,sight,sight,0.07432130503801747,7,5.545791903440478,38.820543324083346
sighted,5,7,1.1446021706235564e-05,16.414794226507823,VBN,2,"{'NN', 'VBN'}",0,sight,sight,sight,0.020291295860268545,3,6.768184324776926,20.30455297433078
sightedness,2,11,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,sighted,sighted,sight,1.8386716475757299,2,7.353146825498083,14.706293650996166
sights,2,6,4.578408682494225e-06,17.736722321395185,NNS,1,{'NNS'},0,sight,sight,sight,0.0018453875677671672,1,8.353146825498083,8.353146825498083
sign,13,4,2.9759656436212466e-05,15.036282603254092,NN,2,"{'NN', 'VB'}",0,sign,sign,sign,0.0061916928567191595,6,5.768184324776926,34.60910594866156
signal,8,6,1.83136347299769e-05,15.736722321395185,NN,2,"{'JJ', 'NN'}",0,signal,signal,sign,0.025341625281176217,8,5.353146825498083,42.825174603984664
signally,2,8,4.578408682494225e-06,17.736722321395185,RB,1,{'RB'},0,signal,signal,sign,0.030191641438903086,2,7.353146825498083,14.706293650996166
signature,1,9,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,signatur,signatur,sign,0.000874583480839502,1,8.353146825498083,8.353146825498083
signatures,3,10,6.867613023741338e-06,17.15175982067403,NNS,1,{'NNS'},0,signatur,signatur,sign,0.002623750442518506,1,8.353146825498083,8.353146825498083
signed,2,6,4.578408682494225e-06,17.736722321395185,VBD,2,"{'VBD', 'VBN'}",0,sign,sign,sign,0.03180663510564287,2,7.353146825498083,14.706293650996166
significance,42,12,9.614658233237874e-05,13.344404898616425,NN,1,{'NN'},0,signific,signific,sign,0.35902810847395533,21,3.9608294027193223,83.17741745710576
significant,7,11,1.602443038872979e-05,15.92936739933758,JJ,2,"{'NNS', 'JJ'}",0,signific,signific,sign,0.13581184436255453,7,5.545791903440478,38.820543324083346
significantly,1,13,2.2892043412471126e-06,18.736722321395185,RB,1,{'RB'},0,significantli,signific,sign,0.01342949650401621,1,8.353146825498083,8.353146825498083
signification,1,13,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,signif,signif,sign,4.1765734127490415,1,8.353146825498083,8.353146825498083
signified,7,9,1.602443038872979e-05,15.92936739933758,VBN,3,"{'VBD', 'NN', 'VBN'}",0,signifi,signifi,sign,0.20444988225119073,6,5.768184324776926,34.60910594866156
signifies,10,9,2.2892043412471128e-05,15.414794226507823,VBZ,3,"{'NNS', 'NN', 'VBZ'}",0,signifi,signifi,sign,0.047217970384238944,6,5.768184324776926,34.60910594866156
signify,11,7,2.518124775371824e-05,15.277290702757888,VB,3,"{'VBP', 'NN', 'VB'}",0,signifi,signifi,sign,0.008521676867533575,6,5.768184324776926,34.60910594866156
signifying,2,10,4.578408682494225e-06,17.736722321395185,VBG,1,{'VBG'},0,signifi,signifi,sign,0.00856937570243213,2,7.353146825498083,14.706293650996166
signs,7,5,1.602443038872979e-05,15.92936739933758,NNS,2,"{'NNS', 'NN'}",0,sign,sign,sign,0.004148376544233341,5,6.03121873061072,30.156093653053603
silence,6,7,1.3735226047482676e-05,16.15175982067403,NN,1,{'NN'},0,silenc,silenc,sil,0.0054998368879096435,5,6.03121873061072,30.156093653053603
